tag,text
pre,">>> pca = PCA ( n_components = 1 , svd_solver = 'arpack' ) >>> pca . fit ( X ) PCA(n_components=1, svd_solver='arpack') >>> print ( pca . explained_variance_ratio_ ) [0.99244] >>> print ( pca . singular_values_ ) [6.30061]"
h1,HistGradientBoostingClassifier #
p,This estimator is much faster than GradientBoostingClassifier for big datasets (n_samples >= 10 000).
p,"This estimator has native support for missing values (NaNs). During
training, the tree grower learns at each split point whether samples
with missing values should go to the left or right child, based on the
potential gain. When predicting, samples with missing values are
assigned to the left or right child consequently. If no missing values
were encountered for a given feature during training, then samples with
missing values are mapped to whichever child has the most samples."
p,This implementation is inspired by LightGBM .
p,Added in version 0.21.
p,The loss function to use in the boosting process.
p,"For binary classification problems, ‘log_loss’ is also known as logistic loss,
binomial deviance or binary crossentropy. Internally, the model fits one tree
per boosting iteration and uses the logistic sigmoid function (expit) as
inverse link function to compute the predicted positive class probability."
p,"For multiclass classification problems, ‘log_loss’ is also known as multinomial
deviance or categorical crossentropy. Internally, the model fits one tree per
boosting iteration and per class and uses the softmax function as inverse link
function to compute the predicted probabilities of the classes."
p,"The learning rate, also known as shrinkage . This is used as a
multiplicative factor for the leaves values. Use 1 for no
shrinkage."
p,"The maximum number of iterations of the boosting process, i.e. the
maximum number of trees for binary classification. For multiclass
classification, n_classes trees per iteration are built."
p,"The maximum number of leaves for each tree. Must be strictly greater
than 1. If None, there is no maximum limit."
p,"The maximum depth of each tree. The depth of a tree is the number of
edges to go from the root to the deepest leaf.
Depth isn’t constrained by default."
p,"The minimum number of samples per leaf. For small datasets with less
than a few hundred samples, it is recommended to lower this value
since only very shallow trees would be built."
p,"The L2 regularization parameter penalizing leaves with small hessians.
Use 0 for no regularization (default)."
p,"Proportion of randomly chosen features in each and every node split.
This is a form of regularization, smaller values make the trees weaker
learners and might prevent overfitting.
If interaction constraints from interaction_cst are present, only allowed
features are taken into account for the subsampling."
p,"The maximum number of bins to use for non-missing values. Before
training, each feature of the input array X is binned into
integer-valued bins, which allows for a much faster training stage.
Features with a small number of unique values may use less than max_bins bins. In addition to the max_bins bins, one more bin
is always reserved for missing values. Must be no larger than 255."
p,Indicates the categorical features.
p,None : no feature will be considered categorical.
p,boolean array-like : boolean mask indicating categorical features.
p,"integer array-like : integer indices indicating categorical
features."
p,"str array-like: names of categorical features (assuming the training
data has feature names)."
p,"""from_dtype"" : dataframe columns with dtype “Categorical” and “Enum” are
considered to be categorical features. The input must be a dataframe that
is supported by narwhals (or supports it): narwhals.from_native must
work. This is the case, for instance, for pandas and polars DataFrames."
p,"For each categorical feature, there must be at most max_bins unique
categories. Negative values for categorical features encoded as numeric
dtypes are treated as missing values. All categorical values are
converted to floating point numbers. This means that categorical values
of 1.0 and 1 are treated as the same category."
p,Changed in version 1.2: Added support for feature names.
p,"Changed in version 1.4: Added ""from_dtype"" option."
p,"Changed in version 1.6: The default value changed from None to ""from_dtype"" ."
p,"Monotonic constraint to enforce on each feature are specified using the
following integer values:"
p,"If a dict with str keys, map feature to monotonic constraints by name.
If an array, the features are mapped to constraints by position. See Using feature names to specify monotonic constraints for a usage example."
p,"The constraints are only valid for binary classifications and hold
over the probability of the positive class.
Read more in the User Guide ."
p,Added in version 0.23.
p,Changed in version 1.2: Accept dict of constraints with feature names as keys.
p,"Specify interaction constraints, the sets of features which can
interact with each other in child node splits."
p,"Each item specifies the set of feature indices that are allowed
to interact with each other. If there are more features than
specified in these constraints, they are treated as if they were
specified as an additional set."
p,"The strings “pairwise” and “no_interactions” are shorthands for
allowing only pairwise or no interactions, respectively."
p,"For instance, with 5 features in total, interaction_cst=[{0, 1}] is equivalent to interaction_cst=[{0, 1}, {2, 3, 4}] ,
and specifies that each branch of a tree will either only split
on features 0 and 1 or only split on features 2, 3 and 4."
p,See this example on how to use interaction_cst .
p,Added in version 1.2.
p,"When set to True , reuse the solution of the previous call to fit
and add more estimators to the ensemble. For results to be valid, the
estimator should be re-trained on the same data only.
See the Glossary ."
p,"If ‘auto’, early stopping is enabled if the sample size is larger than
10000 or if X_val and y_val are passed to fit . If True, early stopping
is enabled, otherwise early stopping is disabled."
p,Scoring method to use for early stopping. Only used if early_stopping is enabled. Options:
p,str: see String name scorers for options.
p,"callable: a scorer callable object (e.g., function) with signature scorer(estimator, X, y) . See Callable scorers for details."
p,None : accuracy is used.
p,‘loss’: early stopping is checked w.r.t the loss value.
p,"Proportion (or absolute size) of training data to set aside as
validation data for early stopping. If None, early stopping is done on
the training data.
The value is ignored if either early stopping is not performed, e.g. early_stopping=False , or if X_val and y_val are passed to fit."
p,"Used to determine when to “early stop”. The fitting process is
stopped when none of the last n_iter_no_change scores are better
than the n_iter_no_change - 1 -th-to-last one, up to some
tolerance. Only used if early stopping is performed."
p,"The absolute tolerance to use when comparing scores. The higher the
tolerance, the more likely we are to early stop: higher tolerance
means that it will be harder for subsequent iterations to be
considered an improvement upon the reference score."
p,"The verbosity level. If not zero, print some information about the
fitting process. 1 prints only summary info, 2 prints info per
iteration."
p,"Pseudo-random number generator to control the subsampling in the
binning process, and the train/validation data split if early stopping
is enabled.
Pass an int for reproducible output across multiple function calls.
See Glossary ."
p,"Weights associated with classes in the form {class_label: weight} .
If not given, all classes are supposed to have weight one.
The “balanced” mode uses the values of y to automatically adjust
weights inversely proportional to class frequencies in the input data
as n_samples / (n_classes * np.bincount(y)) .
Note that these weights will be multiplied with sample_weight (passed
through the fit method) if sample_weight is specified."
p,Class labels.
p,Indicates whether early stopping is used during training.
p,Number of iterations of the boosting process.
p,"The number of tree that are built at each iteration. This is equal to 1
for binary classification, and to n_classes for multiclass
classification."
p,"The scores at each iteration on the training data. The first entry
is the score of the ensemble before the first iteration. Scores are
computed according to the scoring parameter. If scoring is
not ‘loss’, scores are computed on a subset of at most 10 000
samples. Empty if no early stopping."
p,"The scores at each iteration on the held-out validation data. The
first entry is the score of the ensemble before the first iteration.
Scores are computed according to the scoring parameter. Empty if
no early stopping or if validation_fraction is None."
p,"Boolean mask for the categorical features. None if there are no
categorical features."
p,Exact gradient boosting method that does not scale as good on datasets with a large number of samples.
p,A meta-estimator that fits a number of decision tree classifiers on various sub-samples of the dataset and uses averaging to improve the predictive accuracy and control over-fitting.
p,A meta-estimator that begins by fitting a classifier on the original dataset and then fits additional copies of the classifier on the same dataset where the weights of incorrectly classified instances are adjusted such that subsequent classifiers focus more on difficult cases.
p,Compute the decision function of X .
p,The input samples.
p,"The raw predicted values (i.e. the sum of the trees leaves) for
each sample. n_trees_per_iteration is equal to the number of
classes in multiclass classification."
p,Fit the gradient boosting model.
p,Target values.
p,Weights of training data.
p,"Additional sample of features for validation used in early stopping.
In a Pipeline , X_val can be transformed the same way as X with Pipeline(..., transform_input=[""X_val""]) ."
p,Added in version 1.7.
p,Additional sample of target values for validation used in early stopping.
p,Additional weights for validation used in early stopping.
p,Predict classes for X.
p,The predicted classes.
p,Predict class probabilities for X.
p,The class probabilities of the input samples.
p,Metadata routing for X_val parameter in fit .
p,Metadata routing for sample_weight_val parameter in fit .
p,Metadata routing for y_val parameter in fit .
p,Compute decision function of X for each iteration.
p,"This method allows monitoring (i.e. determine error on testing set)
after each stage."
p,"The decision function of the input samples, which corresponds to
the raw values predicted from the trees of the ensemble . The
classes corresponds to that in the attribute classes_ ."
p,Predict classes at each iteration.
p,"The predicted classes of the input samples, for each iteration."
p,Predict class probabilities at each iteration.
p,"The predicted class probabilities of the input samples,
for each iteration."
p,Feature transformations with ensembles of trees
p,Post-tuning the decision threshold for cost-sensitive learning
p,Release Highlights for scikit-learn 0.22
p,Release Highlights for scikit-learn 0.23
p,Release Highlights for scikit-learn 0.24
p,Release Highlights for scikit-learn 1.7
pre,">>> from sklearn.ensemble import HistGradientBoostingClassifier >>> from sklearn.datasets import load_iris >>> X , y = load_iris ( return_X_y = True ) >>> clf = HistGradientBoostingClassifier () . fit ( X , y ) >>> clf . score ( X , y ) 1.0"
h1,FunctionTransformer #
p,"A FunctionTransformer forwards its X (and optionally y) arguments to a
user-defined function or function object and returns the result of this
function. This is useful for stateless transformations such as taking the
log of frequencies, doing custom scaling, etc."
p,"Note: If a lambda is used as the function, then the resulting
transformer will not be pickleable."
p,"The callable to use for the transformation. This will be passed
the same arguments as transform, with args and kwargs forwarded.
If func is None, then func will be the identity function."
p,"The callable to use for the inverse transformation. This will be
passed the same arguments as inverse transform, with args and
kwargs forwarded. If inverse_func is None, then inverse_func
will be the identity function."
p,Indicate that the input X array should be checked before calling func . The possibilities are:
p,"If False, there is no input validation."
p,"If True, then X will be converted to a 2-dimensional NumPy array or
sparse matrix. If the conversion is not possible an exception is
raised."
p,Changed in version 0.22: The default of validate changed from True to False.
p,"Indicate that func accepts a sparse matrix as input. If validate is
False, this has no effect. Otherwise, if accept_sparse is false,
sparse matrix inputs will cause an exception to be raised."
p,"Whether to check that or func followed by inverse_func leads to
the original inputs. It can be used for a sanity check, raising a
warning when the condition is not fulfilled."
p,Added in version 0.20.
p,"Determines the list of feature names that will be returned by the get_feature_names_out method. If it is ‘one-to-one’, then the output
feature names will be equal to the input feature names. If it is a
callable, then it must take two positional arguments: this FunctionTransformer ( self ) and an array-like of input feature names
( input_features ). It must return an array-like of output feature
names. The get_feature_names_out method is only defined if feature_names_out is not None."
p,See get_feature_names_out for more details.
p,Dictionary of additional keyword arguments to pass to func.
p,Dictionary of additional keyword arguments to pass to inverse_func.
p,"Names of features seen during fit . Defined only when X has feature
names that are all strings."
p,"If func returns an output with a columns attribute, then the columns is enforced
to be consistent with the output of get_feature_names_out ."
p,Fit transformer by checking X.
p,"If validate is True , X will be checked."
p,Input array.
p,"Not used, present here for API consistency by convention."
p,FunctionTransformer class instance.
p,"Fit to data, then transform it."
p,Fits transformer to X and y with optional parameters fit_params and returns a transformed version of X .
p,Input samples.
p,Target values (None for unsupervised transformations).
p,"Additional fit parameters.
Pass only if the estimator accepts additional params in its fit method."
p,Transformed array.
p,This method is only defined if feature_names_out is not None.
p,Input feature names.
p,"If input_features is None, then feature_names_in_ is
used as the input feature names. If feature_names_in_ is not
defined, then names are generated: [x0, x1, ..., x(n_features_in_ - 1)] ."
p,"If input_features is array-like, then input_features must
match feature_names_in_ if feature_names_in_ is defined."
p,"If feature_names_out is ‘one-to-one’, the input feature names
are returned (see input_features above). This requires feature_names_in_ and/or n_features_in_ to be defined, which
is done automatically if validate=True . Alternatively, you can
set them in func ."
p,"If feature_names_out is a callable, then it is called with two
arguments, self and input_features , and its return value is
returned by this method."
p,Transform X using the inverse function.
p,Transformed input.
p,Transform X using the forward function.
pre,">>> import numpy as np >>> from sklearn.preprocessing import FunctionTransformer >>> transformer = FunctionTransformer ( np . log1p ) >>> X = np . array ([[ 0 , 1 ], [ 2 , 3 ]]) >>> transformer . transform ( X ) array([[0.       , 0.6931], [1.0986, 1.3862]])"
h1,InconsistentVersionWarning #
p,Estimator name.
p,Current scikit-learn version.
p,Original scikit-learn version.
h1,check_estimator #
p,"This function will run an extensive test-suite for input validation,
shapes, etc, making sure that the estimator complies with scikit-learn conventions as detailed in Rolling your own estimator .
Additional tests for classifiers, regressors, clustering or transformers
will be run if the Estimator class inherits from the corresponding mixin
from sklearn.base."
p,"scikit-learn also provides a pytest specific decorator, parametrize_with_checks , making it
easier to test multiple estimators."
p,Checks are categorised into the following groups:
p,"API checks: a set of checks to ensure API compatibility with scikit-learn.
Refer to https://scikit-learn.org/dev/developers/develop.html a requirement of
scikit-learn estimators."
p,legacy: a set of checks which gradually will be grouped into other categories.
p,Estimator instance to check.
p,"Whether to include legacy checks. Over time we remove checks from this category
and move them into their specific category."
p,Added in version 1.6.
p,A dictionary of the form:
p,"Where ""check_name"" is the name of the check, and ""my reason"" is why
the check fails."
p,This parameter controls what happens when a check is skipped.
p,"“warn”: A SkipTestWarning is logged
and running tests continue."
p,None: No warning is logged and running tests continue.
p,This parameter controls what happens when a check fails.
p,"“raise”: The exception raised by the first failing check is raised and
running tests are aborted. This does not included tests that are expected
to fail."
p,"“warn”: A EstimatorCheckFailedWarning is logged
and running tests continue."
p,None: No exception is raised and no warning is logged.
p,"Note that if on_fail != ""raise"" , no exception is raised, even if the checks
fail. You’d need to inspect the return result of check_estimator to check
if any checks failed."
p,"This callback will be called with the estimator and the check name,
the exception (if any), the status of the check (xfail, failed, skipped,
passed), and the reason for the expected failure if the check is
expected to fail. The callable’s signature needs to be:"
p,"callback cannot be provided together with on_fail=""raise"" ."
p,"List of dictionaries with the results of the failing tests, of the form:"
p,"If on_fail=""raise"" , the exception raised by the first failing check is
raised and running tests are aborted."
p,"Generator that yields (estimator, check) tuples."
p,Release Highlights for scikit-learn 1.6
pre,"{ ""check_name"" : ""this check is expected to fail because ..."" , }"
pre,"def callback ( estimator , check_name : str , exception : Exception , status : Literal [ ""xfail"" , ""failed"" , ""skipped"" , ""passed"" ], expected_to_fail : bool , expected_to_fail_reason : str , )"
pre,"{ ""estimator"" : estimator , ""check_name"" : check_name , ""exception"" : exception , ""status"" : status ( one of ""xfail"" , ""failed"" , ""skipped"" , ""passed"" ), ""expected_to_fail"" : expected_to_fail , ""expected_to_fail_reason"" : expected_to_fail_reason , }"
pre,>>> from sklearn.utils.estimator_checks import check_estimator >>> from sklearn.linear_model import LogisticRegression >>> check_estimator ( LogisticRegression ()) [...]
h1,OrdinalEncoder #
p,"The input to this transformer should be an array-like of integers or
strings, denoting the values taken on by categorical (discrete) features.
The features are converted to ordinal integers. This results in
a single column of integers (0 to n_categories - 1) per feature."
p,"Read more in the User Guide .
For a comparison of different encoders, refer to: Comparing Target Encoder with Other Encoders ."
p,Categories (unique values) per feature:
p,‘auto’ : Determine categories automatically from the training data.
p,"list : categories[i] holds the categories expected in the ith
column. The passed categories should not mix strings and numeric
values, and should be sorted in case of numeric values."
p,The used categories can be found in the categories_ attribute.
p,Desired dtype of output.
p,"When set to ‘error’ an error will be raised in case an unknown
categorical feature is present during transform. When set to
‘use_encoded_value’, the encoded value of unknown categories will be
set to the value given for the parameter unknown_value . In inverse_transform , an unknown category will be denoted as None."
p,"When the parameter handle_unknown is set to ‘use_encoded_value’, this
parameter is required and will set the encoded value of unknown
categories. It has to be distinct from the values used to encode any of
the categories in fit . If set to np.nan, the dtype parameter must
be a float dtype."
p,"Encoded value of missing categories. If set to np.nan , then the dtype parameter must be a float dtype."
p,"Specifies the minimum frequency below which a category will be
considered infrequent."
p,"If int , categories with a smaller cardinality will be considered
infrequent."
p,"If float , categories with a smaller cardinality than min_frequency * n_samples will be considered infrequent."
p,Added in version 1.3: Read more in the User Guide .
p,"Specifies an upper limit to the number of output categories for each input
feature when considering infrequent categories. If there are infrequent
categories, max_categories includes the category representing the
infrequent categories along with the frequent categories. If None ,
there is no limit to the number of output features."
p,"max_categories do not take into account missing or unknown
categories. Setting unknown_value or encoded_missing_value to an
integer will increase the number of unique integer codes by one each.
This can result in up to max_categories + 2 integer codes."
p,"The categories of each feature determined during fit (in order of
the features in X and corresponding with the output of transform ).
This does not include categories that weren’t seen during fit ."
p,Infrequent categories for each feature.
p,"Performs a one-hot encoding of categorical features. This encoding is suitable for low to medium cardinality categorical variables, both in supervised and unsupervised settings."
p,Encodes categorical features using supervised signal in a classification or regression pipeline. This encoding is typically suitable for high cardinality categorical variables.
p,Encodes target labels with values between 0 and n_classes-1 .
p,"Given a dataset with two features, we let the encoder find the unique
values per feature and transform the data to an ordinal encoding."
p,"By default, OrdinalEncoder is lenient towards missing values by
propagating them."
p,You can use the parameter encoded_missing_value to encode missing values.
p,"Infrequent categories are enabled by setting max_categories or min_frequency .
In the following example, “a” and “d” are considered infrequent and grouped
together into a single category, “b” and “c” are their own categories, unknown
values are encoded as 3 and missing values are encoded as 4."
p,Fit the OrdinalEncoder to X.
p,The data to determine the categories of each feature.
p,Ignored. This parameter exists only for compatibility with Pipeline .
p,Fitted encoder.
p,Input features.
p,"If input_features is None , then feature_names_in_ is
used as feature names in. If feature_names_in_ is not defined,
then the following input feature names are generated: [""x0"", ""x1"", ..., ""x(n_features_in_ - 1)""] ."
p,"If input_features is an array-like, then input_features must
match feature_names_in_ if feature_names_in_ is defined."
p,Same as input features.
p,Convert the data back to the original representation.
p,The transformed data.
p,Inverse transformed array.
p,Transform X to ordinal codes.
p,The data to encode.
p,Evaluation of outlier detection estimators
p,Release Highlights for scikit-learn 1.2
pre,">>> from sklearn.preprocessing import OrdinalEncoder >>> enc = OrdinalEncoder () >>> X = [[ 'Male' , 1 ], [ 'Female' , 3 ], [ 'Female' , 2 ]] >>> enc . fit ( X ) OrdinalEncoder() >>> enc . categories_ [array(['Female', 'Male'], dtype=object), array([1, 2, 3], dtype=object)] >>> enc . transform ([[ 'Female' , 3 ], [ 'Male' , 1 ]]) array([[0., 2.], [1., 0.]])"
pre,">>> enc . inverse_transform ([[ 1 , 0 ], [ 0 , 1 ]]) array([['Male', 1], ['Female', 2]], dtype=object)"
pre,">>> import numpy as np >>> X = [[ 'Male' , 1 ], [ 'Female' , 3 ], [ 'Female' , np . nan ]] >>> enc . fit_transform ( X ) array([[ 1.,  0.], [ 0.,  1.], [ 0., nan]])"
pre,">>> enc . set_params ( encoded_missing_value =- 1 ) . fit_transform ( X ) array([[ 1.,  0.], [ 0.,  1.], [ 0., -1.]])"
pre,">>> X_train = np . array ( ... [[ ""a"" ] * 5 + [ ""b"" ] * 20 + [ ""c"" ] * 10 + [ ""d"" ] * 3 + [ np . nan ]], ... dtype = object ) . T >>> enc = OrdinalEncoder ( ... handle_unknown = ""use_encoded_value"" , unknown_value = 3 , ... max_categories = 3 , encoded_missing_value = 4 ) >>> _ = enc . fit ( X_train ) >>> X_test = np . array ([[ ""a"" ], [ ""b"" ], [ ""c"" ], [ ""d"" ], [ ""e"" ], [ np . nan ]], dtype = object ) >>> enc . transform ( X_test ) array([[2.], [0.], [1.], [2.], [3.], [4.]])"
h1,OneHotEncoder #
p,"The input to this transformer should be an array-like of integers or
strings, denoting the values taken on by categorical (discrete) features.
The features are encoded using a one-hot (aka ‘one-of-K’ or ‘dummy’)
encoding scheme. This creates a binary column for each category and
returns a sparse matrix or dense array (depending on the sparse_output parameter)."
p,"By default, the encoder derives the categories based on the unique values
in each feature. Alternatively, you can also specify the categories manually."
p,"This encoding is needed for feeding categorical data to many scikit-learn
estimators, notably linear models and SVMs with the standard kernels."
p,"Note: a one-hot encoding of y labels should use a LabelBinarizer
instead."
p,"list : categories[i] holds the categories expected in the ith
column. The passed categories should not mix strings and numeric
values within a single feature, and should be sorted in case of
numeric values."
p,"Specifies a methodology to use to drop one of the categories per
feature. This is useful in situations where perfectly collinear
features cause problems, such as when feeding the resulting data
into an unregularized linear regression model."
p,"However, dropping one category breaks the symmetry of the original
representation and can therefore induce a bias in downstream models,
for instance for penalized linear classification or regression models."
p,None : retain all features (the default).
p,"‘first’ : drop the first category in each feature. If only one
category is present, the feature will be dropped entirely."
p,"‘if_binary’ : drop the first category in each feature with two
categories. Features with 1 or more than 2 categories are
left intact."
p,"array : drop[i] is the category in feature X[:, i] that
should be dropped."
p,"When max_categories or min_frequency is configured to group
infrequent categories, the dropping behavior is handled after the
grouping."
p,Added in version 0.21: The parameter drop was added in 0.21.
p,Changed in version 0.23: The option drop='if_binary' was added in 0.23.
p,Changed in version 1.1: Support for dropping infrequent categories.
p,"When True , it returns a SciPy sparse matrix/array
in “Compressed Sparse Row” (CSR) format."
p,Added in version 1.2: sparse was renamed to sparse_output
p,Specifies the way unknown categories are handled during transform .
p,‘error’ : Raise an error if an unknown category is present during transform.
p,"‘ignore’ : When an unknown category is encountered during
transform, the resulting one-hot encoded columns for this feature
will be all zeros. In the inverse transform, an unknown category
will be denoted as None."
p,"‘infrequent_if_exist’ : When an unknown category is encountered
during transform, the resulting one-hot encoded columns for this
feature will map to the infrequent category if it exists. The
infrequent category will be mapped to the last position in the
encoding. During inverse transform, an unknown category will be
mapped to the category denoted 'infrequent' if it exists. If the 'infrequent' category does not exist, then transform and inverse_transform will handle an unknown category as with handle_unknown='ignore' . Infrequent categories exist based on min_frequency and max_categories . Read more in the User Guide ."
p,"‘warn’ : When an unknown category is encountered during transform
a warning is issued, and the encoding then proceeds as described for handle_unknown=""infrequent_if_exist"" ."
p,"Changed in version 1.1: 'infrequent_if_exist' was added to automatically handle unknown
categories and infrequent categories."
p,"Added in version 1.6: The option ""warn"" was added in 1.6."
p,Added in version 1.1: Read more in the User Guide .
p,"Specifies an upper limit to the number of output features for each input
feature when considering infrequent categories. If there are infrequent
categories, max_categories includes the category representing the
infrequent categories along with the frequent categories. If None ,
there is no limit to the number of output features."
p,"Callable with signature def callable(input_feature, category) that returns a
string. This is used to create feature names to be returned by get_feature_names_out ."
p,"""concat"" concatenates encoded feature name and category with feature + ""_"" + str(category) .E.g. feature X with values 1, 6, 7 create
feature names X_1, X_6, X_7 ."
p,"The categories of each feature determined during fitting
(in order of the features in X and corresponding with the output
of transform ). This includes the category specified in drop (if any)."
p,"drop_idx_[i] is the index in categories_[i] of the category
to be dropped for each feature."
p,"drop_idx_[i] = None if no category is to be dropped from the
feature with index i , e.g. when drop='if_binary' and the
feature isn’t binary."
p,"drop_idx_ = None if all the transformed features will be
retained."
p,"If infrequent categories are enabled by setting min_frequency or max_categories to a non-default value and drop_idx[i] corresponds
to an infrequent category, then the entire infrequent category is
dropped."
p,Changed in version 0.23: Added the possibility to contain None values.
p,Performs an ordinal (integer) encoding of the categorical features.
p,Encodes categorical features using the target.
p,Performs a one-hot encoding of dictionary items (also handles string-valued features).
p,Performs an approximate one-hot encoding of dictionary items or strings.
p,Binarizes labels in a one-vs-all fashion.
p,"Transforms between iterable of iterables and a multilabel format, e.g. a (samples x classes) binary matrix indicating the presence of a class label."
p,"Given a dataset with two features, we let the encoder find the unique
values per feature and transform the data to a binary one-hot encoding."
p,One can discard categories not seen during fit :
p,One can always drop the first column for each feature:
p,Or drop a column for feature only having 2 categories:
p,One can change the way feature names are created.
p,Infrequent categories are enabled by setting max_categories or min_frequency .
p,Fit OneHotEncoder to X.
p,"When unknown categories are encountered (all zeros in the
one-hot encoding), None is used to represent this category. If the
feature with the unknown category has a dropped category, the dropped
category will be its inverse."
p,"For a given input feature, if there is an infrequent category,
‘infrequent_sklearn’ will be used to represent the infrequent category."
p,Transform X using one-hot encoding.
p,"If sparse_output=True (default), it returns a SciPy sparse in CSR format."
p,"If there are infrequent categories for a feature, set by specifying max_categories or min_frequency , the infrequent categories are
grouped into a single category."
p,"Transformed input. If sparse_output=True , a sparse matrix will be
returned."
p,Displaying estimators and complex pipelines
p,Introducing the set_output API
p,Release Highlights for scikit-learn 1.0
p,Release Highlights for scikit-learn 1.1
p,Release Highlights for scikit-learn 1.9
pre,>>> from sklearn.preprocessing import OneHotEncoder
pre,">>> enc = OneHotEncoder ( handle_unknown = 'ignore' ) >>> X = [[ 'Male' , 1 ], [ 'Female' , 3 ], [ 'Female' , 2 ]] >>> enc . fit ( X ) OneHotEncoder(handle_unknown='ignore') >>> enc . categories_ [array(['Female', 'Male'], dtype=object), array([1, 2, 3], dtype=object)] >>> enc . transform ([[ 'Female' , 1 ], [ 'Male' , 4 ]]) . toarray () array([[1., 0., 1., 0., 0.], [0., 1., 0., 0., 0.]]) >>> enc . inverse_transform ([[ 0 , 1 , 1 , 0 , 0 ], [ 0 , 0 , 0 , 1 , 0 ]]) array([['Male', 1], [None, 2]], dtype=object) >>> enc . get_feature_names_out ([ 'gender' , 'group' ]) array(['gender_Female', 'gender_Male', 'group_1', 'group_2', 'group_3'], ...)"
pre,">>> drop_enc = OneHotEncoder ( drop = 'first' ) . fit ( X ) >>> drop_enc . categories_ [array(['Female', 'Male'], dtype=object), array([1, 2, 3], dtype=object)] >>> drop_enc . transform ([[ 'Female' , 1 ], [ 'Male' , 2 ]]) . toarray () array([[0., 0., 0.], [1., 1., 0.]])"
pre,">>> drop_binary_enc = OneHotEncoder ( drop = 'if_binary' ) . fit ( X ) >>> drop_binary_enc . transform ([[ 'Female' , 1 ], [ 'Male' , 2 ]]) . toarray () array([[0., 1., 0., 0.], [1., 0., 1., 0.]])"
pre,">>> def custom_combiner ( feature , category ): ... return str ( feature ) + ""_"" + type ( category ) . __name__ + ""_"" + str ( category ) >>> custom_fnames_enc = OneHotEncoder ( feature_name_combiner = custom_combiner ) . fit ( X ) >>> custom_fnames_enc . get_feature_names_out () array(['x0_str_Female', 'x0_str_Male', 'x1_int_1', 'x1_int_2', 'x1_int_3'], dtype=object)"
pre,">>> import numpy as np >>> X = np . array ([[ ""a"" ] * 5 + [ ""b"" ] * 20 + [ ""c"" ] * 10 + [ ""d"" ] * 3 ], dtype = object ) . T >>> ohe = OneHotEncoder ( max_categories = 3 , sparse_output = False ) . fit ( X ) >>> ohe . infrequent_categories_ [array(['a', 'd'], dtype=object)] >>> ohe . transform ([[ ""a"" ], [ ""b"" ]]) array([[0., 0., 1.], [1., 0., 0.]])"
h1,clone #
p,"Clone does a deep copy of the model in an estimator
without actually copying attached data. It returns a new estimator
with the same parameters that has not been fitted on any data."
p,Changed in version 1.3: Delegates to estimator.__sklearn_clone__ if the method exists.
p,The estimator or group of estimators to be cloned.
p,"If safe is False, clone will fall back to a deep copy on objects
that are not estimators. Ignored if estimator.__sklearn_clone__ exists."
p,"The deep copy of the input, an estimator if input is an estimator."
p,"If the estimator’s random_state parameter is an integer (or if the
estimator doesn’t have a random_state parameter), an exact clone is
returned: the clone and the original estimator will give the exact same
results. Otherwise, statistical clone is returned: the clone might
return different results from the original estimator. More details can be
found in Controlling randomness ."
pre,">>> from sklearn.base import clone >>> from sklearn.linear_model import LogisticRegression >>> X = [[ - 1 , 0 ], [ 0 , 1 ], [ 0 , - 1 ], [ 1 , 0 ]] >>> y = [ 0 , 0 , 1 , 1 ] >>> classifier = LogisticRegression () . fit ( X , y ) >>> cloned_classifier = clone ( classifier ) >>> hasattr ( classifier , ""classes_"" ) True >>> hasattr ( cloned_classifier , ""classes_"" ) False >>> classifier is cloned_classifier False"
h1,Pipeline #
p,"Pipeline allows you to sequentially apply a list of transformers to
preprocess the data and, if desired, conclude the sequence with a final predictor for predictive modeling."
p,"Intermediate steps of the pipeline must be transformers, that is, they
must implement fit and transform methods.
The final estimator only needs to implement fit .
The transformers in the pipeline can be cached using memory argument."
p,"The purpose of the pipeline is to assemble several steps that can be
cross-validated together while setting different parameters. For this, it
enables setting parameters of the various steps using their names and the
parameter name separated by a '__' , as in the example below. A step’s
estimator may be replaced entirely by setting the parameter with its name
to another estimator, or a transformer removed by setting it to 'passthrough' or None ."
p,"For an example use case of Pipeline combined with GridSearchCV , refer to Selecting dimensionality reduction with Pipeline and GridSearchCV . The
example Pipelining: chaining a PCA and a logistic regression shows how
to grid search on a pipeline using '__' as a separator in the parameter names."
p,Added in version 0.5.
p,"List of (name of step, estimator) tuples that are to be chained in
sequential order. To be compatible with the scikit-learn API, all steps
must define fit . All non-last steps must also define transform . See Combining Estimators for more details."
p,"The names of the metadata parameters that should be transformed by the
pipeline before passing it to the step consuming it."
p,"This enables transforming some input arguments to fit (other than X )
to be transformed by the steps of the pipeline up to the step which requires
them. Requirement is defined via metadata routing .
For instance, this can be used to pass a validation set through the pipeline."
p,"You can only set this if metadata routing is enabled, which you
can enable using sklearn.set_config(enable_metadata_routing=True) ."
p,"Used to cache the fitted transformers of the pipeline. The last step
will never be cached, even if it is a transformer. By default, no
caching is performed. If a string is given, it is the path to the
caching directory. Enabling caching triggers a clone of the transformers
before fitting. Therefore, the transformer instance given to the
pipeline cannot be inspected directly. Use the attribute named_steps or steps to inspect estimators within the pipeline. Caching the
transformers is advantageous when fitting is time consuming. See Caching nearest neighbors for an example on how to enable caching."
p,"If True, the time elapsed while fitting each step will be printed as it
is completed."
p,Access the steps by name.
p,The classes labels.
p,Number of features seen during first step fit method.
